Gene stable ID,Gene name,NCBI gene ID
ENSG00000002549,LAP3,51056
ENSG00000004468,CD38,952
ENSG00000008952,SEC62,7095
ENSG00000013288,MAN2B2,23324
ENSG00000013810,TACC3,10460
ENSG00000014824,SLC30A9,10463
ENSG00000018189,RUFY3,22902
ENSG00000033178,UBA6,55236
ENSG00000035720,STAP1,26228
ENSG00000035928,RFC1,5981
ENSG00000038210,PI4K2B,55300
ENSG00000038219,BOD1L1,259282
ENSG00000041802,LSG1,55341
ENSG00000043093,DCUN1D1,54165
ENSG00000047315,POLR2B,5431
ENSG00000047365,ARAP2,116984
ENSG00000053900,ANAPC4,29945
ENSG00000058056,USP13,8975
ENSG00000058063,ATP11B,23200
ENSG00000058866,DGKG,1608
ENSG00000061938,TNK2,10188
ENSG00000063978,RNF4,6047
ENSG00000065882,TBC1D1,23216
ENSG00000068885,IFT80,57560
ENSG00000071127,WDR1,9948
ENSG00000072274,TFRC,7037
ENSG00000073792,IGF2BP2,10644
ENSG00000073803,MAP3K13,9175
ENSG00000073849,ST6GAL1,6480
ENSG00000074966,TXK,7294
ENSG00000075420,FNDC3B,64778
ENSG00000075539,FRYL,285527
ENSG00000075651,PLD1,5337
ENSG00000075711,DLG1,1739
ENSG00000078070,MCCC1,56922
ENSG00000078081,LAMP3,27074
ENSG00000078140,UBE2K,3093
ENSG00000078177,N4BP2,55728
ENSG00000079257,LXN,56925
ENSG00000081041,CXCL2,2920
ENSG00000083896,YTHDC1,91746
ENSG00000084092,NOA1,84273
ENSG00000084093,REST,5978
ENSG00000085274,MYNN,55892
ENSG00000087008,ACOX3,8310
ENSG00000087266,SH3BP2,6452
ENSG00000087269,NOP14,8602
ENSG00000087274,ADD1,118
ENSG00000090316,MAEA,10296
ENSG00000090520,DNAJB11,51726
ENSG00000090989,EXOC1,55763
ENSG00000091490,SEL1L3,23231
ENSG00000109133,TMEM33,55161
ENSG00000109171,SLAIN2,57606
ENSG00000109180,OCIAD1,54940
ENSG00000109184,DCUN1D4,23142
ENSG00000109189,USP46,64854
ENSG00000109220,CHIC2,26511
ENSG00000109272,PF4V1,5197
ENSG00000109321,AREG,374
ENSG00000109501,WFS1,7466
ENSG00000109519,GRPEL1,80273
ENSG00000109606,DHX15,1665
ENSG00000109610,SOD3,6649
ENSG00000109618,SEPSECS,51091
ENSG00000109667,SLC2A9,56606
ENSG00000109680,TBC1D19,55296
ENSG00000109685,NSD2,7468
ENSG00000109689,STIM2,57620
ENSG00000109736,MFSD10,10227
ENSG00000109743,BST1,683
ENSG00000109787,KLF3,51274
ENSG00000109790,KLHL5,51088
ENSG00000109805,NCAPG,64151
ENSG00000109814,UGDH,7358
ENSG00000113810,SMC4,10051
ENSG00000113838,TBCCD1,55171
ENSG00000113916,BCL6,604
ENSG00000114209,PDCD10,11235
ENSG00000114315,HES1,3280
ENSG00000114331,ACAP2,23527
ENSG00000114346,ECT2,1894
ENSG00000114416,FXR1,8087
ENSG00000114450,GNB4,59345
ENSG00000114473,IQCG,84223
ENSG00000114503,NCBP2,22916
ENSG00000114770,ABCC5,10057
ENSG00000114796,KLHL24,54800
ENSG00000114850,SSR3,6747
ENSG00000114859,CLCN2,1181
ENSG00000114867,EIF4G1,1981
ENSG00000118564,FBXL5,26234
ENSG00000118579,MED28,80306
ENSG00000118762,PKD2,5311
ENSG00000118777,ABCG2,9429
ENSG00000118785,SPP1,6696
ENSG00000118804,STBD1,8987
ENSG00000118816,CCNI,10983
ENSG00000118855,MFSD1,64747
ENSG00000119227,PIGZ,80235
ENSG00000119231,SENP5,205564
ENSG00000121858,TNFSF10,8743
ENSG00000121864,ZNF639,51193
ENSG00000121879,PIK3CA,5290
ENSG00000121892,PDS5A,23244
ENSG00000121895,TMEM156,80008
ENSG00000121897,LIAS,11019
ENSG00000122068,FYTTD1,84248
ENSG00000123933,MXD4,10608
ENSG00000124406,ATP8A1,10396
ENSG00000124875,CXCL6,6372
ENSG00000124882,EREG,2069
ENSG00000125089,SH3TC1,54436
ENSG00000125386,FAM193A,8603
ENSG00000125388,GRK4,2868
ENSG00000127252,PLAAT1,57110
ENSG00000127415,IDUA,3425
ENSG00000127418,FGFRL1,53834
ENSG00000127419,TMEM175,84286
ENSG00000128039,SRD5A3,79644
ENSG00000128040,SPINK2,6691
ENSG00000128050,PAICS,10606
ENSG00000128059,PPAT,5471
ENSG00000131127,ZNF141,7700
ENSG00000132405,TBC1D14,57533
ENSG00000132406,TMEM128,85013
ENSG00000132463,GRSF1,2926
ENSG00000132465,JCHAIN,3512
ENSG00000132466,ANKRD17,26057
ENSG00000132467,UTP3,57050
ENSG00000133256,PDE6B,5158
ENSG00000133657,ATP13A3,79572
ENSG00000134851,TMEM165,55858
ENSG00000134852,CLOCK,9575
ENSG00000135605,TEC,7006
ENSG00000136514,RTP4,64108
ENSG00000136518,ACTL6A,86
ENSG00000136521,NDUFB5,4711
ENSG00000136522,MRPL47,57129
ENSG00000136527,TRA2B,6434
ENSG00000136603,SKIL,6498
ENSG00000137441,FGFBP2,83888
ENSG00000137449,CPEB2,132864
ENSG00000138639,ARHGAP24,83478
ENSG00000138640,FAM13A,10144
ENSG00000138641,HERC3,8916
ENSG00000138642,HERC6,55008
ENSG00000138646,HERC5,51191
ENSG00000138663,COPS4,51138
ENSG00000138668,HNRNPD,3184
ENSG00000138670,RASGEF1B,153020
ENSG00000138674,SEC31A,22872
ENSG00000138678,GPAT3,84803
ENSG00000138722,MMRN1,22915
ENSG00000138744,NAAA,27163
ENSG00000138750,NUP54,53371
ENSG00000138756,BMP2K,55589
ENSG00000138757,G3BP2,9908
ENSG00000138758,SEPTIN11,55752
ENSG00000138760,SCARB2,950
ENSG00000138764,CCNG2,901
ENSG00000138767,CNOT6L,246175
ENSG00000138768,USO1,8615
ENSG00000138772,ANXA3,306
ENSG00000144959,NCEH1,57552
ENSG00000145012,LPP,4026
ENSG00000145014,TMEM44,93109
ENSG00000145016,RUBCN,9711
ENSG00000145107,TM4SF19,116211
ENSG00000145191,EIF2B5,8893
ENSG00000145194,ECE2,9718
ENSG00000145214,DGKQ,1609
ENSG00000145216,FIP1L1,81608
ENSG00000145217,SLC26A1,10861
ENSG00000145220,LYAR,55646
ENSG00000145241,CENPC,1060
ENSG00000145246,ATP10D,57205
ENSG00000145247,OCIAD2,132299
ENSG00000145284,SCD5,79966
ENSG00000145287,PLAC8,51316
ENSG00000145293,ENOPH1,58478
ENSG00000145332,KLHL8,57563
ENSG00000145335,SNCA,6622
ENSG00000151552,QDPR,5860
ENSG00000151806,GUF1,60558
ENSG00000152492,CCDC50,152137
ENSG00000152583,SPARCL1,8404
ENSG00000152784,PRDM8,56978
ENSG00000152795,HNRNPDL,9987
ENSG00000152953,STK32B,55351
ENSG00000152969,JAKMIP1,152789
ENSG00000154274,C4orf19,55286
ENSG00000154277,UCHL1,7345
ENSG00000154310,TNIK,23043
ENSG00000155275,TRMT44,152992
ENSG00000156136,DCK,1633
ENSG00000156931,VPS8,23355
ENSG00000156976,EIF4A2,1974
ENSG00000157404,KIT,3815
ENSG00000157426,AASDH,132949
ENSG00000157796,WDR19,57728
ENSG00000157869,RAB28,9364
ENSG00000159674,SPON2,10417
ENSG00000159692,CTBP1,1487
ENSG00000159733,ZFYVE28,57732
ENSG00000159788,RGS12,6002
ENSG00000161202,DVL3,1857
ENSG00000161203,AP2M1,1173
ENSG00000161204,ABCF3,55324
ENSG00000161217,PCYT1A,5130
ENSG00000161267,BDH1,622
ENSG00000163069,SGCB,6443
ENSG00000163104,SMARCAD1,56916
ENSG00000163138,PACRGL,133015
ENSG00000163257,DCAF16,54876
ENSG00000163281,GNPDA2,132789
ENSG00000163291,PAQR3,152559
ENSG00000163297,ANTXR2,118429
ENSG00000163312,HELQ,113510
ENSG00000163319,MRPS18C,51023
ENSG00000163322,ABRAXAS1,84142
ENSG00000163453,IGFBP7,3490
ENSG00000163536,SERPINI1,5274
ENSG00000163558,PRKCI,5584
ENSG00000163577,EIF5A2,56648
ENSG00000163584,RPL22L1,200916
ENSG00000163590,PPM1L,151742
ENSG00000163625,WDFY3,23001
ENSG00000163626,COX18,285521
ENSG00000163631,ALB,213
ENSG00000163644,PPM1K,152926
ENSG00000163655,GMPS,8833
ENSG00000163659,TIPARP,25976
ENSG00000163660,CCNL1,57018
ENSG00000163661,PTX3,5806
ENSG00000163682,RPL9,6133
ENSG00000163683,SMIM14,201895
ENSG00000163694,RBM47,54502
ENSG00000163697,APBB2,323
ENSG00000163728,TTC14,151613
ENSG00000163734,CXCL3,2921
ENSG00000163735,CXCL5,6374
ENSG00000163736,PPBP,5473
ENSG00000163737,PF4,5196
ENSG00000163738,MTHFD2L,441024
ENSG00000163739,CXCL1,2919
ENSG00000163743,RCHY1,25898
ENSG00000163872,YEATS2,55689
ENSG00000163882,POLR2H,5437
ENSG00000163900,TMEM41A,90407
ENSG00000163904,SENP2,59343
ENSG00000163918,RFC4,5984
ENSG00000163923,RPL39L,116832
ENSG00000163945,UVSSA,57654
ENSG00000163950,SLBP,7884
ENSG00000163956,LRPAP1,4043
ENSG00000163958,ZDHHC19,131540
ENSG00000163959,SLC51A,200931
ENSG00000163960,UBXN7,26043
ENSG00000163961,RNF168,165918
ENSG00000163964,PIGX,54965
ENSG00000163975,MELTF,4241
ENSG00000163993,S100P,6286
ENSG00000168152,THAP9,79725
ENSG00000168214,RBPJ,3516
ENSG00000168228,ZCCHC4,29063
ENSG00000168421,RHOH,399
ENSG00000168818,STX18,53407
ENSG00000168824,NSG1,27065
ENSG00000168826,ZBTB49,166793
ENSG00000168827,GFM1,85476
ENSG00000168884,TNIP2,79155
ENSG00000168924,LETM1,3954
ENSG00000168936,TMEM129,92305
ENSG00000169019,COMMD8,54951
ENSG00000169020,ATP5ME,521
ENSG00000169026,SLC49A3,84179
ENSG00000169116,PARM1,25849
ENSG00000169245,CXCL10,3627
ENSG00000169251,NMD3,51068
ENSG00000169288,MRPL1,65008
ENSG00000169299,PGM2,55276
ENSG00000169359,SLC33A1,9197
ENSG00000169429,CXCL8,3576
ENSG00000169744,LDB2,9079
ENSG00000169762,TAPT1,202018
ENSG00000170448,NFXL1,152518
ENSG00000170502,NUDT9,53343
ENSG00000170509,HSD17B13,345275
ENSG00000170801,HTRA3,94031
ENSG00000170846,AC093323.1,
ENSG00000170871,KIAA0232,9778
ENSG00000170891,CYTL1,54360
ENSG00000171109,MFN1,55669
ENSG00000171121,KCNMB3,27094
ENSG00000171476,HOPX,84525
ENSG00000171658,NMRAL2P,
ENSG00000172493,AFF1,4299
ENSG00000172578,KLHL6,89857
